Year,hum_dist,site,ppq,digitizer,OBJECTID *,SHAPE *,Benthic_Morphology,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope
2017,Medium,35,2,LW,193,Polygon,Live_Encrusting,0.473967,0.012277,4.631436,4.700465,4.673256,0.012132,9.958137,173.099784,81.762756
2017,Medium,35,2,LW,194,Polygon,Live_Massive,0.377299,0.009163,4.644602,4.798427,4.732532,0.015144,66.270112,10000,250.667161
2017,Medium,35,2,LW,195,Polygon,Live_Porites,2.88285,0.159806,4.686922,5.075383,4.918431,0.206795,4.472752,10000,125.769526
2017,Medium,35,2,LW,196,Polygon,Live_Massive,0.200891,0.002194,4.865933,4.913192,4.89281,0.001969,18.637806,433.772716,77.488018
2017,Medium,35,2,LW,197,Polygon,Live_Massive,0.241034,0.003189,4.821678,4.886598,4.853577,0.00398,66.431021,574.29313,155.938242
2017,Medium,35,2,LW,198,Polygon,Live_Massive,0.318683,0.004744,4.92766,5.05184,4.977894,0.00499,32.649305,735.508677,218.683869
2017,Medium,35,2,LW,199,Polygon,Live_Encrusting,0.153204,0.001606,4.819336,4.844385,4.831317,0.001206,37.715737,369.432966,86.864814
2017,Medium,35,2,LW,200,Polygon,Live_SubMassive,1.538145,0.042002,4.835131,5.144094,5.003402,0.088234,7.701638,10000,392.541827
2017,Medium,35,2,LW,201,Polygon,Live_Encrusting,0.177145,0.001924,5.01987,5.129413,5.071871,0.002144,20.225356,923.93028,357.467736
2017,Medium,35,2,LW,202,Polygon,Live_Massive,0.200734,0.001845,4.872324,4.930707,4.915195,0.00174,94.289066,545.327681,209.692853
2017,Medium,35,2,LW,203,Polygon,Dead_Branching,0.902017,0.043285,4.933144,5.064934,5.011176,0.073648,4.303941,900.054442,200.624467
2017,Medium,35,2,LW,204,Polygon,Live_Massive,0.664065,0.015685,4.943508,5.053338,4.975395,0.024231,9.685914,715.747668,206.960095
2017,Medium,35,2,LW,205,Polygon,Live_Porites,5.293609,0.134644,4.671281,5.085359,4.932469,0.154906,4.389039,10000,147.33937
2017,Medium,35,2,LW,206,Polygon,Live_Massive,0.155695,0.001757,4.842517,4.901427,4.869937,0.002476,49.60218,519.742599,232.274642
2017,Medium,35,2,LW,207,Polygon,Live_Massive,0.600365,0.019869,4.657075,4.806444,4.745556,0.030858,23.410433,5911.982651,226.021034
2017,Medium,35,2,LW,208,Polygon,Live_Massive,0.512776,0.010979,4.752814,4.919719,4.851575,0.02056,24.676693,4028.480457,269.620944
2017,Medium,35,2,LW,209,Polygon,Live_Porites,2.481729,0.127331,4.700301,5.071403,4.963728,0.209039,3.600339,10000,300.9424
2017,Medium,35,2,LW,210,Polygon,Dead_Branching,0.23267,0.003836,4.619066,4.659844,4.649054,0.00351,15.463107,10000,84.285724
2017,Medium,35,2,LW,211,Polygon,Live_Massive,0.15753,0.001709,4.44421,4.477376,4.460208,0.002228,13.645799,151.920543,84.634816
2017,Medium,35,2,LW,212,Polygon,Live_Encrusting,0.30612,0.004526,4.439878,4.505974,4.475313,0.005489,8.863001,183.564179,91.949092
2017,Medium,35,2,LW,213,Polygon,Macroalgae,0.182249,0.002126,4.430842,4.485867,4.465989,0.002842,4.547619,384.460473,201.71017
2017,Medium,35,2,LW,214,Polygon,Macroalgae,1.280087,0.0214,4.430296,4.516686,4.4721,0.020822,5.021334,1152.060169,80.964639
2017,Medium,35,2,LW,215,Polygon,Live_Encrusting,0.199485,0.002778,4.435375,4.464793,4.454731,0.00324,7.497644,161.144009,59.029268
2017,Medium,35,2,LW,216,Polygon,Macroalgae,0.171989,0.001763,4.451515,4.478147,4.467927,0.00162,16.063167,80.419885,57.206267
2017,Medium,35,2,LW,217,Polygon,Sand,1.497841,0.055053,4.36652,4.466469,4.410217,0.058117,1.931816,9904.735408,40.058299
2017,Medium,35,2,LW,218,Polygon,Sand,0.224189,0.00175,4.431881,4.47467,4.452013,0.001959,12.06144,70.833946,49.573658
2017,Medium,35,2,LW,219,Polygon,Sand,0.29043,0.003296,4.451859,4.540527,4.486074,0.003848,13.338164,411.073596,212.652464
2017,Medium,35,2,LW,220,Polygon,Live_Massive,0.27139,0.005384,4.63954,4.727065,4.701899,0.007275,25.258819,1147.855793,236.985348
2017,Medium,35,2,LW,221,Polygon,Live_Massive,0.148661,0.001654,4.652601,4.664503,4.659838,0.000815,22.143937,95.871339,58.447434
2017,Medium,35,2,LW,222,Polygon,Live_Branching,0.574609,0.022299,4.663206,4.758045,4.715412,0.033133,18.891262,423.487287,145.442561
2017,Medium,35,2,LW,223,Polygon,Live_Massive,0.811136,0.020803,4.556299,4.715727,4.663363,0.02966,14.437488,1550.227046,226.469489
2017,Medium,35,2,LW,224,Polygon,Live_Massive,0.242724,0.003655,4.51263,4.613166,4.554419,0.003991,58.803643,3443.990387,193.81832
2017,Medium,35,2,LW,225,Polygon,Live_Encrusting,0.207261,0.002941,4.533657,4.600489,4.571632,0.002624,15.184961,349.83666,133.917854
2017,Medium,35,2,LW,226,Polygon,Macroalgae,1.093471,0.044154,4.622795,4.738522,4.667783,0.057599,6.177612,1267.455181,125.785195
2017,Medium,35,2,LW,227,Polygon,Live_Massive,0.712911,0.015608,4.540029,4.636065,4.613659,0.01549,4.817343,7736.122082,101.163901
2017,Medium,35,2,LW,228,Polygon,Live_Massive,0.759783,0.034915,4.612316,4.722642,4.697417,0.036482,8.783813,1569.61781,76.759191
2017,Medium,35,2,LW,229,Polygon,Dead_Branching,0.521976,0.018034,4.541299,4.636026,4.600391,0.023582,30.579186,982.310862,118.362746
2017,Medium,35,2,LW,230,Polygon,Live_Massive,0.374197,0.009531,4.52205,4.594771,4.566328,0.010862,7.837151,305.519601,104.293438
2017,Medium,35,2,LW,231,Polygon,Live_Massive,0.841353,0.025333,4.541683,4.762574,4.647739,0.040327,4.604044,10000,318.015281
2017,Medium,35,2,LW,232,Polygon,Live_Encrusting,0.262925,0.002562,4.492809,4.570195,4.523376,0.00543,17.101825,1992.928734,544.159273
2017,Medium,35,2,LW,233,Polygon,Live_Massive,0.175583,0.002061,4.590483,4.645185,4.614253,0.002025,15.516299,491.447026,126.299318
2017,Medium,35,2,LW,234,Polygon,Live_Massive,0.337562,0.00782,4.441401,4.551115,4.50621,0.017809,23.697926,667.873627,296.923729
2017,Medium,35,2,LW,235,Polygon,Live_FreeLiving,0.724009,0.028076,4.421205,4.509368,4.479109,0.040247,27.350822,403.392292,118.59902
2017,Medium,35,2,LW,236,Polygon,Live_Porites,0.224856,0.003537,4.474467,4.500875,4.487408,0.003866,8.917113,101.002881,41.601198
2017,Medium,35,2,LW,237,Polygon,Live_Encrusting,0.410973,0.009018,4.452853,4.511491,4.489749,0.011375,9.210392,263.239417,79.072659
2017,Medium,35,2,LW,238,Polygon,Macroalgae,2.934823,0.097808,4.385943,4.646029,4.469697,0.139569,6.062818,2201.169443,199.411559
2017,Medium,35,2,LW,239,Polygon,Sand,0.835645,0.014665,4.408952,4.496559,4.453865,0.014698,2.627918,320.513374,50.262385
2017,Medium,35,2,LW,240,Polygon,Sand,0.071171,0.000211,4.454598,4.501472,4.478382,0.000796,188.908941,426.124019,380.167784
2017,Medium,35,2,LW,241,Polygon,Sand,0.275659,0.002347,4.396054,4.435701,4.411345,0.003628,13.062953,319.702691,137.45013
2017,Medium,35,2,LW,242,Polygon,Sand,1.621703,0.051339,4.366892,4.552146,4.414394,0.056187,2.390152,1300.821992,116.431978
2017,Medium,35,2,LW,243,Polygon,Live_Porites,0.739224,0.037181,4.403817,4.61809,4.541407,0.073261,0.098922,6436.760403,411.530981
2017,Medium,35,2,LW,244,Polygon,Macroalgae,1.731295,0.087617,4.380948,4.730673,4.505287,0.129075,2.531192,10000,202.660467
2017,Medium,35,2,LW,245,Polygon,Macroalgae,1.180082,0.044846,4.362931,4.46338,4.420498,0.057867,8.322663,610.384663,89.965648
2017,Medium,35,2,LW,246,Polygon,Sand,0.665066,0.012675,4.386893,4.46338,4.408109,0.01463,2.096454,747.676885,75.713709
2017,Medium,35,2,LW,247,Polygon,Sand,1.538293,0.053834,4.372163,4.469804,4.415767,0.059553,1.854046,816.330608,71.900571
2017,Medium,35,2,LW,248,Polygon,Sand,0.716025,0.016274,4.409409,4.518431,4.455859,0.017299,11.300997,5354.237499,78.316155
2017,Medium,35,2,LW,249,Polygon,Sand,0.833881,0.017468,4.474414,4.503913,4.483173,0.012872,0.213725,1000.255539,21.640515
2017,Medium,35,2,LW,250,Polygon,Live_Massive,0.199354,0.002903,4.575595,4.661803,4.603947,0.003068,28.520055,451.486006,154.962225
2017,Medium,35,2,LW,251,Polygon,Live_Encrusting,0.149307,0.001567,4.532479,4.62485,4.560802,0.0023,51.194978,986.301404,373.691354
2017,Medium,35,2,LW,252,Polygon,Live_Encrusting,0.203976,0.002532,4.53433,4.576707,4.556493,0.002418,27.287868,161.090269,74.268908
2017,Medium,35,2,LW,253,Polygon,Dead_Branching,1.018346,0.064393,4.5071,4.851165,4.748584,0.15442,8.02146,4696.07968,700.454893
2017,Medium,35,2,LW,254,Polygon,Live_Encrusting,0.157375,0.00151,4.512085,4.560415,4.536358,0.00182,69.957215,243.575202,158.88224
2017,Medium,35,2,LW,255,Polygon,Macroalgae,2.198039,0.085461,4.380287,4.710129,4.486192,0.115105,6.793728,3136.500842,191.614518
2017,Medium,35,2,LW,256,Polygon,Live_Encrusting,0.153211,0.001236,4.666832,4.698843,4.681827,0.000849,69.69588,1604.138545,207.208346
2017,Medium,35,2,LW,257,Polygon,Live_Encrusting,0.19783,0.002176,4.617566,4.65022,4.639006,0.001542,41.589315,260.52444,95.869449
2017,Medium,35,2,LW,258,Polygon,Live_Encrusting,0.098406,0.000631,4.717687,4.729558,4.723657,0.000254,8.963283,143.611806,61.957238
2017,Medium,35,2,LW,259,Polygon,Live_Porites,0.147642,0.001288,4.589017,4.603003,4.596812,0.000469,34.20843,108.177743,61.02294
2017,Medium,35,2,LW,260,Polygon,Macroalgae,0.654964,0.02072,4.63135,4.702932,4.667898,0.021571,3.258146,3530.54908,72.211146
2017,Medium,35,2,LW,261,Polygon,Macroalgae,0.260042,0.003402,4.480858,4.565171,4.511427,0.003573,16.828226,466.0273,161.087787
2017,Medium,35,2,LW,262,Polygon,Macroalgae,0.315678,0.005358,4.399574,4.490996,4.442537,0.006642,36.515444,1139.068083,133.079884
2017,Medium,35,2,LW,263,Polygon,Sand,2.97701,0.16116,4.374098,4.635911,4.457529,0.183976,1.938206,10000,93.24524
2017,Medium,35,2,LW,264,Polygon,Macroalgae,0.625894,0.013901,4.402833,4.482762,4.445545,0.014677,0.727234,187.79082,64.408723
2017,Medium,35,2,LW,265,Polygon,Macroalgae,0.324681,0.005846,4.377915,4.445429,4.410192,0.008407,28.877249,235.381335,110.446945
2017,Medium,35,2,LW,266,Polygon,Dead_Branching,0.52381,0.017885,4.514735,4.617258,4.566874,0.033624,16.432742,676.300028,189.418881
2017,Medium,35,2,LW,267,Polygon,Live_Encrusting,0.17796,0.002277,4.517733,4.563427,4.535724,0.003053,17.353412,237.250507,92.152452
2017,Medium,35,2,LW,268,Polygon,Live_Encrusting,0.484536,0.011513,4.645751,4.726686,4.679799,0.010685,2.22844,1633.692232,70.166879
2017,Medium,35,2,LW,269,Polygon,Live_Encrusting,0.279848,0.002757,4.725836,4.741395,4.73486,0.001274,7.949154,448.034897,29.690318
2017,Medium,35,2,LW,270,Polygon,Live_Massive,0.168992,0.001885,4.682941,4.711543,4.702851,0.001848,17.960766,147.259462,73.38627
2017,Medium,35,2,LW,271,Polygon,Live_Massive,0.334769,0.008011,4.811891,4.870742,4.848139,0.009546,11.404001,341.314154,118.15671
2017,Medium,35,2,LW,272,Polygon,Live_Massive,0.691065,0.026546,4.76191,4.858771,4.827163,0.030434,8.997917,4820.173258,96.591093
2017,Medium,35,2,LW,273,Polygon,Live_Massive,0.607534,0.009386,4.717049,4.895847,4.836958,0.010366,14.089883,10000,337.440431
2017,Medium,35,2,LW,274,Polygon,Live_Porites,1.411921,0.026478,4.595079,4.879303,4.770829,0.034921,7.581952,1059.338921,129.790235
2017,Medium,35,2,LW,275,Polygon,Live_Encrusting,0.245616,0.003254,4.670256,4.755108,4.704651,0.006217,26.921697,628.265285,203.020751
2017,Medium,35,2,LW,276,Polygon,Dead_Branching,2.125012,0.13395,4.521187,4.870515,4.726039,0.258854,2.49911,2498.605859,268.399839
2017,Medium,35,2,LW,277,Polygon,Dead_Branching,0.859061,0.042467,4.582855,4.72337,4.673068,0.073472,2.523631,1840.188062,180.700017
2017,Medium,35,2,LW,278,Polygon,Dead_Branching,0.433613,0.009827,4.794569,4.861454,4.827693,0.012336,9.071547,654.739228,94.330905
2017,Medium,35,2,LW,279,Polygon,Macroalgae,0.368202,0.005907,4.362853,4.513811,4.425886,0.015483,19.785224,4909.058584,644.198276
2017,Medium,35,2,LW,280,Polygon,Dead_Branching,1.129792,0.084561,4.603246,4.945326,4.793396,0.240242,5.114818,2660.240894,539.678638
2017,Medium,35,2,LW,281,Polygon,Dead_Branching,1.28453,0.067908,4.585932,4.914835,4.83426,0.175412,8.001363,10000,1140.431303
2017,Medium,35,2,LW,282,Polygon,Live_Massive,0.385569,0.005713,4.628869,4.685982,4.658028,0.006182,14.582545,8033.933589,128.960417
2017,Medium,35,2,LW,283,Polygon,Live_Massive,0.229284,0.002928,4.653815,4.686623,4.668531,0.002435,42.072755,385.271254,99.884648
2017,Medium,35,2,LW,284,Polygon,Live_Massive,0.248797,0.0035,4.703067,4.756535,4.743656,0.00313,5.473215,2475.195729,110.094171
2017,Medium,35,2,LW,285,Polygon,Live_Massive,0.201441,0.00187,4.658731,4.7749,4.694515,0.003405,30.108406,900.05801,559.762576
2017,Medium,35,2,LW,286,Polygon,Dead_Branching,1.141378,0.041236,4.730287,5.028063,4.908652,0.078546,9.60689,8036.28189,298.103614
2017,Medium,35,2,LW,287,Polygon,Live_Porites,0.429108,0.00445,4.529392,4.698639,4.641631,0.005489,13.558644,2684.959856,377.844672
2017,Medium,35,2,LW,288,Polygon,Sand,2.391165,0.139041,4.377176,4.532492,4.468748,0.156299,3.606648,131.617756,50.083431
2017,Medium,35,2,LW,289,Polygon,Rubble,12.945755,0.55221,4.238827,4.670829,4.381741,0.756098,2.516033,10000,181.977476
2017,Medium,35,2,LW,290,Polygon,Sand,0.87356,0.012991,4.328682,4.380604,4.349379,0.010855,3.709332,313.33679,56.286673
2017,Medium,35,2,LW,291,Polygon,Rubble,0.211792,0.000218,4.344503,4.36491,4.353308,0.000379,53.511126,296.916113,158.886366
2017,Medium,35,2,LW,292,Polygon,Sand,1.05404,0.03172,4.44856,4.57057,4.497849,0.031289,4.465964,10000,83.258371
2017,Medium,35,2,LW,293,Polygon,Sand,0.225511,0.002969,4.539793,4.559223,4.549295,0.001851,13.572908,273.139612,38.842986
2017,Medium,35,2,LW,294,Polygon,Sand,0.648085,0.007482,4.538529,4.730751,4.598926,0.008427,6.081616,1898.499705,560.904771
2017,Medium,35,2,LW,295,Polygon,Rubble,0.133951,0.000068,4.445624,4.4552,4.453357,0.00007,3.35466,51.146081,19.914226
2017,Medium,35,2,LW,296,Polygon,Rubble,5.308278,0.209708,4.342698,4.539094,4.431534,0.296573,2.962451,1361.2034,151.973257
2017,Medium,35,2,LW,297,Polygon,Rubble,0.944046,0.039,4.474952,4.694231,4.545336,0.057982,12.391256,10000,340.054356
2017,Medium,35,2,LW,298,Polygon,Rubble,0.035808,0.000027,4.476207,4.478714,4.477331,0.000033,69.829125,81.386356,76.443294
2017,Medium,35,2,LW,299,Polygon,Rubble,9.693644,0.71649,4.365306,4.718134,4.473218,0.865357,0.927333,10000,120.623561
2017,Medium,35,2,LW,300,Polygon,Rubble,1.39661,0.12002,4.377325,4.552506,4.501934,0.15978,1.364555,1414.78716,180.541015
2017,Medium,8,2,LW,1,Polygon,Macroalgae,85.478873,6.772665,4.504941,6.577911,5.901136,9.387722,0.567436,10000,188.502186
2017,Medium,8,2,LW,1,Polygon,Dead_Branching,0.59264,0.020583,4.50248,4.657542,4.61097,0.031091,11.996674,831.656405,178.728948
2017,Medium,8,2,LW,2,Polygon,Dead_Branching,0.758954,0.042385,4.647814,4.929605,4.848288,0.083201,11.555638,1790.060528,399.276151
2017,Medium,8,2,LW,3,Polygon,Macroalgae,0.515068,0.018639,4.589164,5.13892,4.860336,0.084214,26.88005,2134.420726,837.958786
2017,Medium,8,2,LW,4,Polygon,Macroalgae,0.585531,0.010557,4.714805,4.892248,4.79055,0.018101,3.493319,435.928479,165.842489
2017,Medium,8,2,LW,5,Polygon,Dead_Branching,0.611323,0.019504,4.509572,4.749474,4.657381,0.045737,10.388257,1259.350373,391.466957
2017,Medium,8,2,LW,6,Polygon,Live_SubMassive,0.412987,0.008323,4.900163,4.988533,4.950414,0.012062,8.511192,347.797855,120.258652
2017,Medium,8,2,LW,7,Polygon,Dead_Branching,0.704708,0.025724,4.878349,5.070915,5.021232,0.038353,4.756441,1253.281552,216.901493
2017,Medium,8,2,LW,8,Polygon,Dead_Branching,0.553458,0.017342,5.027962,5.145882,5.096399,0.025266,5.222574,522.015748,159.708966
2017,Medium,8,2,LW,9,Polygon,Live_Massive,0.335084,0.008229,5.097579,5.160028,5.138997,0.011556,16.916534,410.308872,118.436274
2017,Medium,8,2,LW,10,Polygon,Live_Massive,0.224395,0.003156,4.787522,4.888417,4.842715,0.005608,57.452889,339.384304,169.405204
2017,Medium,8,2,LW,11,Polygon,Dead_Branching,1.834089,0.117936,4.652305,5.447151,5.268523,0.253514,4.806719,10000,565.988037
2017,Medium,8,2,LW,12,Polygon,Live_Massive,1.225882,0.077033,4.899181,5.397132,5.219123,0.157681,5.365209,2456.143333,421.403496
2017,Medium,8,2,LW,13,Polygon,Live_SubMassive,1.586247,0.133449,5.186486,5.466676,5.38111,0.254185,2.944566,1801.52417,266.318294
2017,Medium,8,2,LW,14,Polygon,Live_SubMassive,0.891524,0.020632,5.251847,5.470442,5.392234,0.044806,12.565531,1480.684276,367.089827
2017,Medium,8,2,LW,15,Polygon,Live_Encrusting,0.142131,0.001342,5.482861,5.51008,5.503464,0.001802,14.972132,365.525533,104.566421
2017,Medium,8,2,LW,16,Polygon,Live_Massive_Grooved,0.565093,0.022291,5.366474,5.522349,5.462832,0.028318,4.166325,342.138699,117.647788
2017,Medium,8,2,LW,17,Polygon,Live_Massive,0.334875,0.00639,5.37148,5.429041,5.398213,0.007841,4.270339,209.889872,70.627561
2017,Medium,8,2,LW,18,Polygon,Live_Porites,0.881801,0.014447,5.199039,5.468548,5.350671,0.021365,7.06243,1484.247854,257.051347
2017,Medium,8,2,LW,19,Polygon,Live_Massive,0.460273,0.015493,5.453658,5.560791,5.520845,0.017494,6.998614,2141.940901,84.524177
2017,Medium,8,2,LW,20,Polygon,Live_Massive,0.468702,0.014471,5.60582,5.693966,5.659255,0.022202,16.00301,1380.055771,149.634722
2017,Medium,8,2,LW,21,Polygon,Live_Massive,0.482784,0.00792,5.432694,5.807722,5.587222,0.028443,40.294893,1695.466045,714.405765
2017,Medium,8,2,LW,22,Polygon,Live_Branching,0.440013,0.006139,5.641736,5.703171,5.674298,0.007227,24.947842,246.459443,93.101545
2017,Medium,8,2,LW,23,Polygon,Live_Encrusting,0.677333,0.01135,5.727145,5.946797,5.850874,0.022591,30.507836,940.42548,270.745783
2017,Medium,8,2,LW,24,Polygon,Live_Porites,0.508399,0.013918,5.91372,6.051608,5.97334,0.018319,3.223858,10000,131.664385
2017,Medium,8,2,LW,25,Polygon,Live_Massive,0.84416,0.015985,6.027395,6.209261,6.145384,0.024203,16.397741,1176.466621,253.801529
2017,Medium,8,2,LW,26,Polygon,Live_Encrusting,0.134436,0.000876,6.018868,6.036179,6.027325,0.001073,34.568898,78.278865,70.74535
2017,Medium,8,2,LW,27,Polygon,Live_Massive,0.605091,0.026683,6.338055,6.410298,6.384302,0.027222,3.399017,1599.66285,62.290907
2017,Medium,8,2,LW,28,Polygon,Live_Massive,0.156677,0.001703,6.315412,6.407197,6.335731,0.002672,18.228645,700.809492,338.465059
2017,Medium,8,2,LW,29,Polygon,Live_Massive,0.140099,0.001441,6.105614,6.147838,6.125061,0.002031,45.254105,197.213839,101.91236
2017,Medium,8,2,LW,30,Polygon,Live_SubMassive,0.715022,0.02051,5.911492,6.120695,6.057735,0.044426,2.175927,1764.950178,447.035006
2017,Medium,8,2,LW,31,Polygon,Live_SubMassive,1.023766,0.059268,5.69871,5.962585,5.853205,0.145709,11.112226,10000,484.433513
2017,Medium,8,2,LW,32,Polygon,Live_Massive,0.437108,0.01276,5.596149,5.703773,5.652315,0.015559,60.850163,2155.901719,117.897194
2017,Medium,8,2,LW,33,Polygon,Live_Encrusting,0.443487,0.005396,5.074414,5.159946,5.109906,0.007123,13.073312,637.770333,129.183641
2017,Medium,8,2,LW,34,Polygon,Live_Massive,0.758191,0.021279,5.165182,5.322861,5.252417,0.032567,7.664163,1180.505574,166.448277
2017,Medium,8,2,LW,35,Polygon,Live_FreeLiving,0.659482,0.027049,5.127085,5.343029,5.228673,0.045894,7.523069,4185.514754,205.491488
2017,Medium,8,2,LW,36,Polygon,Dead_Branching,1.079304,0.071341,5.119482,5.370924,5.288309,0.121792,4.583154,2238.690133,343.708336
2017,Medium,8,2,LW,37,Polygon,Live_Encrusting,0.085791,0.000497,5.118064,5.14325,5.131305,0.000713,65.217838,145.904615,104.480651
2017,Medium,8,2,LW,38,Polygon,Live_Encrusting,0.566638,0.013111,5.092817,5.213899,5.138269,0.021512,3.296135,1432.532095,201.908059
2017,Medium,8,2,LW,39,Polygon,Live_Encrusting,0.305043,0.004907,5.076732,5.130292,5.098662,0.006093,14.364153,151.137718,73.837094
2017,Medium,8,2,LW,40,Polygon,Live_Encrusting,0.272236,0.002656,5.16227,5.238057,5.199629,0.004027,12.16099,216.587657,119.371941
2017,Medium,8,2,LW,41,Polygon,Live_Massive,0.524639,0.015343,4.972957,5.228327,5.153731,0.02719,8.06166,10000,504.112916
2017,Medium,8,2,LW,42,Polygon,Live_Porites,1.142026,0.030696,5.242265,5.375692,5.320999,0.038637,5.807836,565.86559,99.029928
2017,Medium,8,2,LW,43,Polygon,Live_SubMassive,0.28939,0.005318,5.229296,5.335059,5.295529,0.009473,24.315425,523.042707,187.670431
2017,Medium,8,2,LW,44,Polygon,Live_Encrusting,0.239408,0.003933,5.16988,5.251528,5.208078,0.006346,63.366648,322.396979,131.11142
2017,Medium,8,2,LW,45,Polygon,Live_Encrusting,0.119836,0.001029,5.27546,5.303296,5.295241,0.001193,31.226615,170.849426,59.336848
2017,Medium,8,2,LW,46,Polygon,Dead_Branching,0.488932,0.017422,5.088706,5.148504,5.122952,0.02136,9.649253,168.753504,70.668398
2017,Medium,8,2,LW,47,Polygon,Live_SubMassive,0.168315,0.00168,5.14399,5.173751,5.158982,0.002419,37.602649,172.035698,105.933328
2017,Medium,8,2,LW,48,Polygon,Live_SubMassive,1.050714,0.008462,4.967131,5.201597,5.126379,0.020281,7.75958,1610.786033,572.668737
2017,Medium,8,2,LW,49,Polygon,Live_SubMassive,0.882746,0.028321,5.097074,5.272242,5.224204,0.045998,1.166273,1632.508576,277.377519
2017,Medium,8,2,LW,50,Polygon,Live_SubMassive,0.474205,0.013501,5.156623,5.298107,5.262302,0.021995,6.585272,1203.067255,257.301728
2017,Medium,8,2,LW,51,Polygon,Live_Massive,1.041595,0.024961,5.228729,5.347357,5.307825,0.042033,6.744825,1351.510642,216.65163
2017,Medium,8,2,LW,52,Polygon,Live_Massive_Grooved,0.665933,0.029931,5.180315,5.400775,5.329237,0.070619,11.825071,1999.440829,505.252696
2017,Medium,8,2,LW,53,Polygon,Live_Encrusting,0.289719,0.005842,5.318515,5.364235,5.34704,0.007326,17.496332,148.798928,76.237754
2017,Medium,8,2,LW,54,Polygon,Dead_Branching,0.478176,0.014213,4.970308,5.10146,5.038394,0.019012,19.353119,342.50094,114.775624
2017,Medium,8,2,LW,55,Polygon,Live_Massive_Grooved,0.216976,0.00293,5.107976,5.125689,5.119536,0.002148,5.998611,108.21665,28.438379
2017,Medium,8,2,LW,56,Polygon,Live_Massive,0.710959,0.037975,5.093954,5.211007,5.170374,0.052828,10.975851,1547.173152,122.116967
2017,Medium,8,2,LW,57,Polygon,Live_SubMassive,0.495733,0.007122,5.081346,5.253768,5.208052,0.016862,8.575425,1239.640712,537.744277
2017,Medium,8,2,LW,58,Polygon,Live_Porites,1.287439,0.102335,5.417079,5.583345,5.526236,0.132335,0.651755,10000,166.71895
2017,Medium,8,2,LW,59,Polygon,Dead_Branching,1.161914,0.045769,6.09108,6.343735,6.231608,0.066872,3.507966,2949.550858,200.399068
2017,Medium,8,2,LW,60,Polygon,Dead_Branching,0.875553,0.056833,6.16265,6.287712,6.241681,0.072007,4.000056,726.225299,119.86261
2017,Medium,8,2,LW,61,Polygon,Dead_Branching,0.370216,0.009231,5.935953,6.11205,6.043606,0.015143,1.263646,9992.81519,234.534705
2017,Medium,8,2,LW,62,Polygon,Dead_Branching,0.761782,0.023018,6.314629,6.447325,6.369926,0.033286,2.094464,10000,209.51069
2017,Medium,8,2,LW,63,Polygon,Live_SubMassive,0.582814,0.019906,6.200686,6.422103,6.313063,0.032457,35.370427,430.82559,165.615223
2017,Medium,8,2,LW,64,Polygon,Live_Porites,0.176798,0.002191,6.175126,6.207361,6.195762,0.002051,26.53522,141.089952,69.049567
2017,Medium,8,2,LW,65,Polygon,Dead_Branching,0.437363,0.008592,6.414353,6.495595,6.458114,0.008592,3.462432,737.643742,105.927943
2017,Medium,8,2,LW,66,Polygon,Live_Massive,0.518346,0.016357,5.759297,5.819191,5.7976,0.015345,1.119552,281.529542,48.690726
2017,Medium,8,2,LW,67,Polygon,Live_SubMassive,0.323526,0.007842,5.73198,5.797102,5.7719,0.008185,2.278488,197.526564,83.568509
2017,Medium,8,2,LW,68,Polygon,Live_Massive,0.979103,0.054345,5.586636,5.769872,5.683312,0.071242,11.323577,898.723137,121.395673
2017,Medium,8,2,LW,69,Polygon,Live_SubMassive,0.6457,0.01414,5.466932,5.594434,5.517617,0.014351,5.165927,1619.363751,91.919939
2017,Medium,8,2,LW,70,Polygon,Live_Encrusting,0.354924,0.006853,5.431881,5.478674,5.461955,0.007848,4.422238,175.320398,76.038593
2017,Medium,8,2,LW,71,Polygon,Live_SubMassive,0.538733,0.016258,5.389503,5.462908,5.434035,0.017985,9.587832,764.001126,76.478807
2017,Medium,8,2,LW,72,Polygon,Dead_Branching,0.456301,0.015325,5.411726,5.486628,5.45821,0.017982,22.402478,245.544893,80.533367
2017,Medium,8,2,LW,73,Polygon,Live_Encrusting,0.254714,0.003044,5.161336,5.196303,5.180846,0.003165,7.083028,90.044775,43.949721
2017,Medium,8,2,LW,74,Polygon,Live_Massive,0.351372,0.007255,5.406055,5.44168,5.427048,0.006872,12.58706,168.119906,63.106363
2017,Medium,8,2,LW,75,Polygon,Live_Massive,0.374738,0.01015,5.434881,5.52231,5.473086,0.013794,9.641249,323.170562,134.038785
2017,Medium,8,2,LW,76,Polygon,Dead_Branching,1.013167,0.026588,5.436067,5.567311,5.517796,0.031854,3.168153,10000,137.622357
2017,Medium,8,2,LW,77,Polygon,Live_Massive,0.571742,0.020004,5.486797,5.550761,5.507255,0.021787,3.38981,262.953651,55.301487
2017,Medium,8,2,LW,78,Polygon,Live_Massive,0.42341,0.013399,5.536016,5.590387,5.5536,0.013895,14.901779,799.599806,64.979353
2017,Medium,8,2,LW,79,Polygon,Live_Porites,0.545498,0.020713,5.527796,5.633538,5.590242,0.026775,18.994354,796.025281,109.999592
2017,Medium,8,2,LW,80,Polygon,Live_Massive,0.830642,0.014052,5.454493,5.589718,5.540082,0.02268,16.544796,653.617328,189.219694
