year,hum_dist,site,plot,User Processing files,DEM & ORTHO UPLOAD COMPLETE,DEM.scale,PLOT SHAPEFILE CREATED,PLOT AREA DIGITIZED,CLIP DEM RASTER TO SHAPEFILE AREA FOR STRUCTURAL ANALYSES,OBJECTID *,SHAPE *,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope,Complexity Calculation,surface.rugosity,CREATE BTM SLOPE RASTER,slope,CREATE BTM VRM RASTER,Avg_terrain_ruggedness (VRM),CREATE CURVATURE RASTERS,average.curvature,profile.curvature,planform.curvature
2017,Very High,30,2,KB,X,8,X,X,X,1,Polygon,16.01206,16.00015,4.50586,5.90282,5.12337,20.04172,0.20796,10000,99.63918,1.2526,1.2526,X,25.52463,X,0.04809,X,-3.48627,79.70926,76.22299
2017,Very High,30,3,KB,X,8,X,X,X,1,Polygon,16.20905,16.01308,4.53983,5.33216,4.83569,20.02738,0.29816,10000,89.9656,1.25069,1.25069,X,25.69537,X,0.05351,X,8.12088,71.67716,79.79804
2017,Medium,8,1,KB,X,8,X,X,X,1,Polygon,16.01557,16.00906,3.96437,5.69492,4.96713,20.05835,0.56478,10000,94.14121,1.25294,1.25294,X,28.24879,X,0.04881,X,38.2848,19.73777,38.2848
2017,Medium,8,2,KB,X,8,X,X,X,1,Polygon,16.60739,16.00633,4.52948,6.56683,5.69985,20.27982,3.23057,10000,98.52374,1.26699,1.26699,X,30.93312,X,0.04427,X,28.06343,-18.00029,10.06314
2017,Medium,8,3,KB,X,8,X,X,X,1,Polygon,16.17284,16.01648,4.37854,5.59235,4.96146,19.34658,0.48034,10000,83.75122,1.20792,1.20792,X,25.86523,X,0.04165,X,-4.47345,36.55111,32.07766
2017,Very High,32,1,KB,X,8,X,X,X,1,Polygon,16.20183,16.011,4.38886,5.52095,4.92467,18.79263,0.60858,10000,75.40798,1.17373,1.17373,X,24.23425,X,0.04129,X,6.82197,56.96381,63.78579
2017,Very High,32,2,KB,X,8,X,X,X,1,Polygon,16.10492,16.01346,3.297,4.17876,3.66068,17.36764,0.65289,10000,51.55489,1.08456,1.08456,X,17.51473,X,0.02745,X,1.17457,60.69723,61.8718
2017,Very High,32,3,KB,X,8,X,X,X,1,Polygon,16.05582,16.00488,4.66355,5.51617,4.95421,17.23134,0.56529,10000,49.26081,1.07663,1.07663,X,16.38507,X,0.0257,X,1.25254,67.99377,69.24631
2017,Medium,34,1,KB,X,8,X,X,X,1,Polygon,16.10713,16.00947,-5.63089,-4.46521,-5.08253,18.53905,1.22667,10000,72.58255,1.15801,1.15801,X,24.9415,X,0.03569,X,-7.38916,71.6109,64.22174
2017,Medium,34,2,KB,X,8,X,X,X,1,Polygon,16.03199,16.00545,4.42697,5.17024,4.80954,18.21751,0.8833,10000,66.02257,1.13821,1.13821,X,23.99514,X,0.03643,X,14.03749,40.88011,54.91761
2017,Medium,34,3,KB,X,8,X,X,X,1,Polygon,16.13949,16.00539,4.59973,5.69262,5.21081,18.18955,0.37965,10000,68.82195,1.13646,1.13646,X,23.17353,X,0.02721,X,5.7622,20.04608,25.80827
2017,Medium,35,1,KB,X,8,X,X,X,1,Polygon,16.05069,16.00533,2.79053,3.65282,3.23518,18.92222,1.56354,10000,77.55408,1.18224,1.18224,X,25.12864,X,0.0491,X,11.43445,44.14344,55.57789
2017,Medium,35,2,KB,X,8,X,X,X,1,Polygon,16.29024,16.00509,4.25719,5.15258,4.63891,19.80206,0.92066,10000,90.79496,1.23724,1.23724,X,26.9725,X,0.05356,X,17.13003,41.23725,58.36729
2017,Medium,35,3,KB,X,8,X,X,X,1,Polygon,16.17922,16.00465,4.51952,5.31387,4.87477,20.01004,0.90011,10000,93.72507,1.25026,1.25026,X,29.21884,X,0.0531,X,26.76145,26.76467,53.52612
2017,Very Low,15,1,KB,X,8,X,X,X,1,Polygon,16.01488,15.97992,4.19004,5.96565,5.02847,21.1672,0.88019,10000,107.90986,1.32461,1.32461,X,32.40014,X,0.06606,X,-4.33365,64.32564,59.99199
2017,Very Low,15,2,KB,X,8,X,X,X,1,Polygon,16.13939,16.00776,4.88264,6.35308,5.60239,21.34706,0.70479,10000,113.3549,1.33354,1.33354,X,31.3011,X,0.06633,X,-13.95238,55.85606,41.90368
2017,Very Low,15,3,KB,X,8,X,X,X,1,Polygon,16.02775,16.00493,4.09307,5.18137,4.62827,21.07889,1.77547,10000,102.9905,1.31702,1.31702,X,32.11345,X,0.07555,X,5.58298,30.62407,36.20706
2017,Very Low,19,1,KB,X,8,X,X,X,1,Polygon,16.06117,16.00482,4.30612,5.27288,4.77939,18.83212,1.00069,10000,76.17914,1.17665,1.17665,X,25.35242,X,0.05259,X,-17.03112,54.4811,37.44998
2017,Very Low,19,2,KB,X,8,X,X,X,1,Polygon,16.17838,16.00368,4.24322,5.46776,4.78739,19.73879,2.04407,10000,89.90941,1.23339,1.23339,X,25.51203,X,0.05949,X,-2.12629,76.75354,74.62724
2017,Very Low,19,3,KB,X,8,X,X,X,1,Polygon,16.71477,16.00214,3.63651,4.6934,4.18833,19.95068,0.52357,10000,93.43002,1.24675,1.24675,X,26.69837,X,0.05566,X,-26.38852,57.29808,30.90956
2017,Very Low,37,1,KB,X,8,X,X,X,1,Polygon,16.24386,16.00379,4.86784,6.28418,5.38356,19.94908,0.2001,10000,96.49989,1.24652,1.24652,X,26.68192,X,0.04576,X,-23.68933,91.68273,67.9934
2017,Very Low,37,2,KB,X,8,X,X,X,1,Polygon,16.03841,16.00322,4.14416,4.86708,4.44414,18.57934,0.34281,10000,72.69245,1.16098,1.16098,X,24.09236,X,0.04002,X,2.77801,43.59312,46.37113
2017,Very Low,37,3,KB,X,8,X,X,X,1,Polygon,16.0927,16.00538,4.21213,5.83014,4.9331,22.20634,1.47566,10000,127.01385,1.38743,1.38743,X,31.90339,X,0.06838,X,-7.55393,94.81976,87.26583
2017,Very Low,5,1,KB,X,4,X,X,X,1,Polygon,16.08278,16.0064,3.18715,4.8369,4.10812,24.96839,1.45016,10000,159.57475,1.5599,1.5599,X,38.49297,X,0.07357,X,-17.04272,57.97883,40.93611
2017,Very Low,5,2,KB,X,4,X,X,X,1,Polygon,16.43188,16.02332,3.02227,4.15568,3.55998,21.87294,1.20183,10000,122.05353,1.36507,1.36507,X,30.94388,X,0.05594,X,-4.96558,21.69055,16.72497
2017,Very Low,5,3,KB,X,4,X,X,X,1,Polygon,16.16925,16.01441,-1.47011,-0.10812,-0.6975,23.23256,0.46434,10000,138.04524,1.45073,1.45073,X,33.76444,X,0.06957,X,11.35182,39.97203,51.32385
2017,Very High,27,1,KB,X,4,X,X,X,1,Polygon,16.3827,15.99916,4.06615,5.39247,4.70833,19.91909,0.31728,10000,87.77993,1.24501,1.24501,X,26.451,X,0.04598,X,3.18772,95.3302,98.51792
2017,Very High,27,2,KB,X,4,X,X,X,1,Polygon,16.02651,16.00492,4.1394,4.95332,4.50065,19.72693,0.35951,10000,86.66345,1.23255,1.23255,X,24.73792,X,0.0441,X,-10.81981,127.4598,116.63999
2017,Very High,27,3,KB,X,4,X,X,X,1,Polygon,16.07002,16.00605,4.73801,5.12619,4.82767,18.22267,0.25341,10000,63.22555,1.13849,1.13849,X,18.41335,X,0.0325,X,-1.75374,148.55882,146.80508
2017,Very High,30,1,KB,X,4,X,X,X,1,Polygon,16.46634,16.00278,-5.4575,-2.47945,-3.95064,26.85376,1.67578,10000,212.13326,1.67807,1.67807,X,40.1829,X,0.06709,X,16.99038,59.14376,76.13414
2017,Very High,30,2,KB,X,4,X,X,X,1,Polygon,16.01206,16.00015,4.49765,5.99208,5.12469,23.27961,0.7978,10000,147.38812,1.45496,1.45496,X,32.17097,X,0.07424,X,-4.33843,161.35702,157.01858
2017,Very High,30,3,KB,X,4,X,X,X,1,Polygon,16.20905,16.01308,4.52664,5.36469,4.83569,23.0648,0.87545,10000,137.73711,1.44037,1.44037,X,32.41728,X,0.06961,X,8.65576,117.31763,125.97339
2017,Medium,8,1,KB,X,4,X,X,X,1,Polygon,16.01557,16.00906,3.93146,5.70869,4.96383,23.03971,0.50497,10000,132.71877,1.43917,1.43917,X,34.01927,X,0.06773,X,21.58474,46.10992,67.69465
2017,Medium,8,2,KB,X,4,X,X,X,1,Polygon,16.60739,16.00633,4.49865,6.58117,5.68876,22.92801,0.14747,10000,136.13191,1.43243,1.43243,X,34.87335,X,0.05422,X,20.58844,-14.72904,5.8594
2017,Medium,8,3,KB,X,4,X,X,X,1,Polygon,16.17284,16.01648,4.37095,5.60456,4.96448,21.64992,0.42792,10000,120.82923,1.35173,1.35173,X,30.46679,X,0.05264,X,2.67457,67.67158,70.34615
2017,Very High,32,1,KB,X,4,X,X,X,1,Polygon,16.20183,16.011,4.3869,5.53062,4.92655,21.74698,0.75003,10000,118.63674,1.35825,1.35825,X,30.14507,X,0.05749,X,13.56684,102.05312,115.61996
2017,Very High,32,2,KB,X,4,X,X,X,1,Polygon,16.10492,16.01346,3.27974,4.18991,3.66232,19.79297,0.52241,10000,83.16642,1.23602,1.23602,X,25.17125,X,0.04989,X,3.73814,119.47637,123.21451
2017,Very High,32,3,KB,X,4,X,X,X,1,Polygon,16.05582,16.00488,4.65193,5.53379,4.95671,19.49946,0.27125,10000,79.72156,1.21835,1.21835,X,23.83584,X,0.04612,X,3.3121,94.96504,98.27713
2017,Medium,34,1,KB,X,4,X,X,X,1,Polygon,16.10713,16.00947,-5.67528,-4.44557,-5.07922,20.93051,0.47566,10000,102.58828,1.30738,1.30738,X,30.28058,X,0.04566,X,-11.23639,104.504,93.26761
2017,Medium,34,2,KB,X,4,X,X,X,1,Polygon,16.03199,16.00545,4.41919,5.19538,4.80826,20.79294,1.21279,10000,96.88985,1.29912,1.29912,X,30.27918,X,0.05061,X,16.14764,75.3204,91.46804
2017,Medium,34,3,KB,X,4,X,X,X,1,Polygon,16.13949,16.00539,4.59865,5.71158,5.21311,20.07767,0.9061,10000,95.39678,1.25443,1.25443,X,27.65206,X,0.03528,X,8.08799,49.05084,57.13883
2017,Medium,35,1,KB,X,4,X,X,X,1,Polygon,16.05069,16.00533,2.72809,3.65189,3.23477,21.59633,0.02386,10000,110.62257,1.34932,1.34932,X,31.34607,X,0.06085,X,17.06246,75.45459,92.51705
2017,Medium,35,2,KB,X,4,X,X,X,1,Polygon,16.29024,16.00509,4.24365,5.16374,4.6412,22.9289,0.62553,769.10915,135.45633,1.4326,1.4326,X,32.70845,X,0.06797,X,11.07025,109.22905,120.29929
2017,Medium,35,3,KB,X,4,X,X,X,1,Polygon,16.17922,16.00465,4.4856,5.32318,4.87343,23.59294,1.06655,10000,142.25632,1.47413,1.47413,X,35.49667,X,0.06824,X,27.40505,39.16386,66.5689
2017,Very Low,15,1,KB,X,4,X,X,X,1,Polygon,16.01488,15.97992,4.14107,6.01053,5.03448,25.74505,0.39605,10000,179.39943,1.61109,1.61109,X,37.49049,X,0.07982,X,3.01563,96.16144,99.17707
2017,Very Low,15,2,KB,X,4,X,X,X,1,Polygon,16.13939,16.00776,4.86002,6.36765,5.5988,25.91718,1.81649,10000,188.52797,1.61904,1.61904,X,37.2279,X,0.08536,X,-19.75416,67.89907,48.14491
2017,Very Low,15,3,KB,X,4,X,X,X,1,Polygon,16.02775,16.00493,4.05401,5.23572,4.63788,29.2153,0.5894,10000,219.20359,1.82539,1.82539,X,42.20893,X,0.11623,X,10.97636,24.69134,35.6677
2017,Very Low,19,1,KB,X,4,X,X,X,1,Polygon,16.06117,16.00482,4.26198,5.3284,4.78101,22.61956,0.58869,10000,122.94531,1.4133,1.4133,X,33.98669,X,0.07359,X,-12.21326,61.50754,49.29428
2017,Very Low,19,2,KB,X,4,X,X,X,1,Polygon,16.17838,16.00368,4.23033,5.48959,4.78641,24.09181,0.28789,10000,146.96023,1.50539,1.50539,X,34.49662,X,0.08814,X,0.04061,105.00776,105.04837
2017,Very Low,19,3,KB,X,4,X,X,X,1,Polygon,16.71477,16.00214,3.57048,4.7289,4.18632,23.85145,1.32092,10000,156.47675,1.49052,1.49052,X,32.92205,X,0.07429,X,-12.86725,74.28276,61.4155
2017,Very Low,37,1,KB,X,4,X,X,X,1,Polygon,16.24386,16.00379,4.86187,6.3029,5.38438,22.70444,0.39935,10000,143.64815,1.41869,1.41869,X,31.60327,X,0.06021,X,-24.1376,145.81675,121.67915
2017,Very Low,37,2,KB,X,4,X,X,X,1,Polygon,16.03841,16.00322,4.13878,4.88833,4.44496,20.91945,1.14062,10000,104.43729,1.3072,1.3072,X,29.76846,X,0.04641,X,3.3009,81.36217,84.66307
2017,Very Low,37,3,KB,X,4,X,X,X,1,Polygon,16.0927,16.00538,4.20217,5.8505,4.93488,25.53494,1.08805,10000,184.77735,1.5954,1.5954,X,36.7158,X,0.07617,X,-7.42031,124.87122,117.4509
2019,Very Low,5,1,KB,X,1,X,X,X,1,Polygon,16.08291,16.00676,-2.55107,-1.23392,-1.8881,37.61888,0.27214,10000,632.43678,2.35019,2.35019,X,43.73005,X,0.08341,X,6.67165,135.07258,141.74423
2019,Very Low,5,2,KB,X,1,X,X,X,1,Polygon,16.43179,16.02338,-3.19236,-1.85555,-2.49167,31.82561,0.41209,10000,448.71621,1.9862,1.9862,X,40.72992,X,0.06876,X,12.99001,-9.98158,3.00843
2019,Very Low,5,3,KB,X,1,X,X,X,1,Polygon,16.17007,16.01611,-2.01707,-1.18913,-1.59994,30.95609,0.17217,10000,317.23921,1.93281,1.93281,X,42.37309,X,0.06695,X,-4.19426,22.86646,18.6722
2019,Very High,27,1,KB,X,1,X,X,X,1,Polygon,16.38254,15.99823,-1.00534,-0.13935,-0.68941,25.04808,0,10000,190.35133,1.56568,1.56568,X,36.62276,X,0.0559,X,7.37452,221.80973,229.18425
2019,Very High,27,2,KB,X,1,X,X,X,1,Polygon,16.02702,16.00581,-1.88402,-0.77922,-1.36893,25.09437,0.73477,10000,213.6843,1.56783,1.56783,X,34.92616,X,0.04897,X,21.52295,244.96518,266.48813
2019,Very High,27,3,KB,X,1,X,X,X,1,Polygon,16.07062,16.00729,-1.35939,-0.4846,-0.98712,21.46642,0.28001,10000,123.44768,1.34104,1.34104,X,29.516,X,0.03956,X,-0.88431,383.45155,382.56725
2019,Very High,30,1,KB,X,1,X,X,X,1,Polygon,16.46738,16.00415,-2.36379,-1.3881,-2.04032,28.58532,0,10000,376.79549,1.78612,1.78612,X,34.6228,X,0.04828,X,20.5435,361.38339,381.92689
2019,Very High,30,2,KB,X,1,X,X,X,1,Polygon,16.0105,15.99712,-2.09525,-1.08009,-1.77836,26.53789,0.16311,10000,249.64482,1.65892,1.65892,X,37.23042,X,0.0628,X,2.89791,450.93306,453.83096
2019,Very High,30,3,KB,X,1,X,X,X,1,Polygon,16.20838,16.01165,-2.1447,-0.71803,-1.61319,29.73723,0.06028,10000,341.47944,1.85722,1.85722,X,40.56994,X,0.07077,X,-5.53521,256.98639,251.45118
2019,Medium,8,1,KB,X,1,X,X,X,1,Polygon,16.01704,16.01205,-2.77704,-1.72357,-2.29065,27.35463,0.05723,10000,254.8928,1.70838,1.70838,X,38.98552,X,0.05554,X,25.39155,132.95338,158.34493
2019,Medium,8,2,KB,X,1,X,X,X,1,Polygon,16.01151,15.9991,-2.09525,-1.08009,-1.77805,26.53835,0.16311,10000,249.52491,1.65874,1.65874,X,42.62131,X,0.07157,X,39.30504,-70.47534,-31.1703
2019,Medium,8,3,KB,X,1,X,X,X,1,Polygon,16.17278,16.01658,-2.57513,-1.04356,-1.83992,25.93679,0.22254,10000,250.34552,1.61937,1.61937,X,35.25626,X,0.04052,X,0.02482,155.04336,155.06818
2019,Very High,32,1,KB,X,1,X,X,X,1,Polygon,16.20227,16.01162,-1.81886,-0.78469,-1.31959,30.36501,0.28425,10000,314.88645,1.89644,1.89644,X,41.74678,X,0.06962,X,12.31658,6.96363,19.28021
2019,Very High,32,2,KB,X,1,X,X,X,1,Polygon,16.1057,16.01488,-2.27808,-1.34796,-1.95432,25.40271,0.20687,10000,226.15696,1.58619,1.58619,X,35.32406,X,0.0572,X,14.1018,350.78267,364.88447
2019,Very High,32,3,KB,X,1,X,X,X,1,Polygon,16.05674,16.00661,-2.00642,-1.11688,-1.5834,25.73142,0.44279,10000,245.32835,1.60755,1.60755,X,35.91862,X,0.05389,X,8.0252,164.82042,172.84561
2019,Medium,34,1,KB,X,1,X,X,X,1,Polygon,16.10632,16.00771,-2.10204,-1.15332,-1.70618,28.7114,0.15973,10000,326.57594,1.7936,1.7936,X,38.16087,X,0.06343,X,-9.41942,232.28089,222.86147
2019,Medium,34,2,KB,X,1,X,X,X,1,Polygon,16.03256,16.00646,-2.31134,-1.42203,-1.80415,28.05779,0.59763,10000,291.41827,1.7529,1.7529,X,38.62402,X,0.0631,X,18.53515,203.95548,222.49062
2019,Medium,34,3,KB,X,1,X,X,X,1,Polygon,16.14026,16.0061,-1.91678,-0.59805,-1.44375,27.42212,0.30125,10000,306.37439,1.71323,1.71323,X,36.61729,X,0.06227,X,-0.17006,253.54151,253.37145
2019,Medium,35,1,KB,X,1,X,X,X,1,Polygon,16.05137,16.00657,-1.90498,-0.76195,-1.31518,26.60769,0,10000,256.16796,1.6623,1.6623,X,37.5429,X,0.05431,X,1.60496,136.47952,138.08448
2019,Medium,35,2,KB,X,1,X,X,X,1,Polygon,16.29159,16.00755,-2.28654,-0.62434,-1.62224,30.49906,0.223,10000,376.82724,1.90529,1.90529,X,40.66257,X,0.06807,X,10.09763,231.47278,241.57041
2019,Medium,35,3,KB,X,1,X,X,X,1,Polygon,16.17923,16.00397,-1.87249,-0.59607,-1.23991,34.47717,0.37945,10000,496.47896,2.15429,2.15429,X,43.86235,X,0.07997,X,36.10453,63.95583,100.06036
2019,Very Low,37,1,KB,X,1,X,X,X,3,Polygon,16.24427,16.00458,-2.21138,-0.86429,-1.73185,29.84515,0,10000,374.51024,1.86479,1.86479,X,39.70422,X,0.06835,X,14.73712,274.16811,288.90523
2019,Very Low,37,2,KB,X,1,X,X,X,2,Polygon,16.03813,16.00275,-3.2333,-1.07912,-2.29382,30.41518,0.33928,10000,417.5753,1.90062,1.90062,X,40.11916,X,0.05844,X,-0.38502,118.53327,118.14825
2019,Very Low,37,3,KB,X,1,X,X,X,1,Polygon,16.095,16.00956,-2.53432,-1.08539,-1.77521,33.6178,0.43751,10000,460.62976,2.09986,2.09986,X,42.86661,X,0.07258,X,4.91253,82.97602,87.88855
2019,Very Low,5,1,KB,X,8,X,X,X,1,Polygon,16.08261,16.00616,-2.44747,-1.28806,-1.88799,24.13875,1.21805,10000,152.99052,1.50809,1.50809,X,35.21123,X,0.10053,X,-13.76699,74.7303,60.96331
2019,Very Low,5,2,KB,X,8,X,X,X,1,Polygon,16.43179,16.02338,-3.16451,-1.87797,-2.49063,21.19449,1.12339,10000,115.68257,1.32272,1.32272,X,29.29288,X,0.06504,X,0.48296,24.20339,24.68635
2019,Very Low,5,3,KB,X,8,X,X,X,1,Polygon,16.17007,16.01611,-1.91834,-1.2455,-1.59378,19.29688,1.31716,7325.54393,78.68119,1.20484,1.20484,X,26.77982,X,0.05089,X,10.90453,19.47118,30.3757
2019,Very High,27,1,KB,X,8,X,X,X,1,Polygon,16.38247,15.99812,-0.98092,-0.22028,-0.69333,17.61167,0.82798,10000,56.59916,1.10086,1.10086,X,19.5746,X,0.03298,X,4.23904,65.07078,69.30982
2019,Very High,27,2,KB,X,8,X,X,X,1,Polygon,16.02702,16.00581,-1.86714,-0.81528,-1.37638,18.02168,1.0655,10000,64.52475,1.12595,1.12595,X,21.15616,X,0.03533,X,6.75962,59.31821,66.07782
2019,Very High,27,3,KB,X,8,X,X,X,1,Polygon,16.07056,16.00719,-1.34862,-0.52279,-0.99195,16.53689,1.21484,10000,37.79005,1.03309,1.03309,X,14.84394,X,0.01676,X,1.26928,53.36077,54.63005
2019,Very High,30,1,KB,X,8,X,X,X,2,Polygon,16.46738,16.00415,-2.351,-1.44971,-2.04578,19.82179,0.62023,10000,94.22905,1.23854,1.23854,X,25.74236,X,0.05871,X,7.15933,93.28683,100.44616
2019,Very High,30,2,KB,X,8,X,X,X,1,Polygon,16.01151,15.9991,-2.07178,-1.13264,-1.78173,18.31531,0.19953,10000,67.65471,1.14477,1.14477,X,19.32364,X,0.03788,X,-11.54642,113.76353,102.21711
2019,Very High,30,3,KB,X,8,X,X,X,1,Polygon,16.20838,16.01165,-2.12916,-0.93932,-1.61102,20.02367,0.87171,10000,94.84266,1.25057,1.25057,X,25.60796,X,0.05628,X,-8.01897,103.84456,95.8256
2019,Medium,8,1,KB,X,8,X,X,X,1,Polygon,16.01704,16.01205,-2.71994,-1.80936,-2.29121,19.14906,0.72871,10000,79.17139,1.19592,1.19592,X,24.97326,X,0.04827,X,23.49679,31.16821,54.665
2019,Medium,8,2,KB,X,8,X,X,X,1,Polygon,16.60937,16.01,-1.80962,-0.35905,-1.0373,18.93876,1.00476,10000,76.99857,1.18293,1.18293,X,26.62926,X,0.04284,X,45.58713,-9.71348,35.87365
2019,Medium,8,3,KB,X,8,X,X,X,1,Polygon,16.17278,16.01658,-2.8289,-1.78412,-2.20932,18.95813,0.82293,10000,77.98203,1.18366,1.18366,X,25.09261,X,0.03872,X,-6.06996,38.23999,32.17003
2019,Very High,32,1,KB,X,8,X,X,X,1,Polygon,16.20227,16.01162,-1.80005,-0.86921,-1.3147,19.21333,0.32623,10000,81.637,1.19996,1.19996,X,24.34283,X,0.05135,X,1.50416,64.85006,66.35421
2019,Very High,32,2,KB,X,8,X,X,X,1,Polygon,16.1057,16.01488,-2.25359,-1.39332,-1.96042,18.00463,0.34304,10000,64.57023,1.12424,1.12424,X,19.21447,X,0.03701,X,2.04331,82.62462,84.66793
2019,Very High,32,3,KB,X,8,X,X,X,1,Polygon,16.05674,16.00661,-1.93522,-1.15144,-1.57825,18.53266,1.03286,10000,73.01086,1.15781,1.15781,X,20.58633,X,0.04305,X,3.36289,81.54453,84.90743
2019,Medium,34,1,KB,X,8,X,X,X,1,Polygon,16.10632,16.00771,-2.09092,-1.17302,-1.71855,20.01288,1.32379,10000,94.16105,1.2502,1.2502,X,26.05892,X,0.05383,X,-9.82214,94.80053,84.97839
2019,Medium,34,2,KB,X,8,X,X,X,1,Polygon,16.03256,16.00646,-2.29499,-1.43941,-1.80477,19.75749,1.03564,10000,90.13947,1.23434,1.23434,X,25.94055,X,0.05088,X,18.22747,63.57657,81.80404
2019,Medium,34,3,KB,X,8,X,X,X,1,Polygon,16.14026,16.0061,-1.90468,-0.91567,-1.45997,19.25636,0.84838,10000,86.92495,1.20306,1.20306,X,24.23401,X,0.04111,X,6.30418,53.72118,60.02536
2019,Medium,35,1,KB,X,8,X,X,X,1,Polygon,16.05137,16.00657,-1.81744,-0.77553,-1.31701,19.00307,1.06888,7444.52479,79.76985,1.1872,1.1872,X,25.71669,X,0.04951,X,17.82476,58.94959,76.77435
2019,Medium,35,2,KB,X,8,X,X,X,1,Polygon,16.29159,16.00755,-2.18323,-0.69657,-1.63104,20.59048,1.03086,10000,102.49195,1.2863,1.2863,X,29.51042,X,0.05811,X,23.61751,23.45675,47.07426
2019,Medium,35,3,KB,X,8,X,X,X,1,Polygon,16.17923,16.00397,-1.82741,-0.61827,-1.23884,21.8892,0.71599,10000,120.90915,1.36774,1.36774,X,31.28763,X,0.07011,X,19.76598,42.29086,62.05684
2019,Very Low,37,1,KB,X,8,X,X,X,1,Polygon,16.24427,16.00458,-2.19663,-0.92648,-1.73529,19.84915,0.51884,10000,95.37779,1.24022,1.24022,X,25.90816,X,0.05345,X,-3.80322,98.36449,94.56127
2019,Very Low,37,2,KB,X,8,X,X,X,1,Polygon,16.03813,16.00275,-3.13273,-1.1296,-2.29479,20.64093,1.82799,10000,104.90079,1.28984,1.28984,X,30.33325,X,0.05844,X,-4.8156,50.01137,45.19577
2019,Very Low,37,3,KB,X,8,X,X,X,1,Polygon,16.095,16.00956,-2.52004,-1.13408,-1.77465,21.82672,1.57888,10000,118.62053,1.36336,1.36336,X,31.48639,X,0.07253,X,4.32292,99.55348,103.8764
2019,Very Low,5,1,KB,X,4,X,X,X,1,Polygon,16.08261,16.00616,-2.49556,-1.24868,-1.89116,29.27756,1.03966,10000,240.60568,1.82914,1.82914,X,41.12545,X,0.10827,X,-17.39146,87.73236,70.34089
2019,Very Low,5,2,KB,X,4,X,X,X,1,Polygon,16.43179,16.02338,-3.17442,-1.86617,-2.49143,25.1226,1.06551,10000,173.31317,1.56787,1.56787,X,35.49703,X,0.08213,X,9.37875,35.64834,45.02709
2019,Very Low,5,3,KB,X,4,X,X,X,1,Polygon,16.17007,16.01611,-1.95654,-1.23266,-1.59694,22.99454,0.40344,10000,129.28669,1.43571,1.43571,X,34.45782,X,0.06956,X,15.1542,35.96215,51.11635
2019,Very High,27,1,KB,X,4,X,X,X,1,Polygon,16.38247,15.99812,-0.99989,-0.15682,-0.69134,20.20562,0.46738,10000,90.82768,1.263,1.263,X,27.23363,X,0.05322,X,3.86733,117.97091,121.83824
2019,Very High,27,2,KB,X,4,X,X,X,1,Polygon,16.02702,16.00581,-1.87266,-0.79448,-1.37261,20.50574,0.29537,10000,97.36199,1.28114,1.28114,X,27.65313,X,0.05089,X,18.9854,102.02179,121.00719
2019,Very High,27,3,KB,X,4,X,X,X,1,Polygon,16.07056,16.00719,-1.35465,-0.50704,-0.98913,18.10429,0.46333,10000,58.30502,1.13101,1.13101,X,19.9801,X,0.02831,X,1.61358,135.67558,137.28916
2019,Very High,30,1,KB,X,4,X,X,X,1,Polygon,16.46738,16.00415,-2.36077,-1.4273,-2.04262,23.35126,1.03207,9752.32803,150.89494,1.45908,1.45908,X,32.63449,X,0.07354,X,11.29837,178.64002,189.93839
2019,Very High,30,2,KB,X,4,X,X,X,1,Polygon,16.01151,15.9991,-2.08801,-1.10339,-1.78001,21.37666,0.52488,10000,109.76908,1.33612,1.33612,X,27.95699,X,0.06505,X,-4.22947,235.09419,230.86472
2019,Very High,30,3,KB,X,4,X,X,X,1,Polygon,16.20838,16.01165,-2.13914,-0.92087,-1.61191,23.69937,0.16409,10000,146.21351,1.48013,1.48013,X,32.85538,X,0.07763,X,-0.64881,164.96217,164.31337
2019,Medium,8,1,KB,X,4,X,X,X,1,Polygon,16.01704,16.01205,-2.74445,-1.79906,-2.29047,22.26469,1.76447,10000,118.68164,1.3905,1.3905,X,32.26667,X,0.06791,X,23.98813,64.78384,88.77198
2019,Medium,8,2,KB,X,4,X,X,X,1,Polygon,16.60937,16.01,-1.83987,-0.34776,-1.04124,22.56593,0.66657,10000,123.70416,1.40949,1.40949,X,33.98169,X,0.06522,X,46.02012,18.01632,64.03643
2019,Medium,8,3,KB,X,4,X,X,X,1,Polygon,16.17278,16.01658,-2.84736,-1.74183,-2.2036,21.46886,0.8313,10000,114.4331,1.34041,1.34041,X,30.12144,X,0.0508,X,0.84507,88.63689,89.48196
2019,Very High,32,1,KB,X,4,X,X,X,1,Polygon,16.20227,16.01162,-1.80322,-0.81348,-1.31633,23.06049,0.52644,10000,131.85153,1.44023,1.44023,X,33.11377,X,0.07674,X,2.83352,87.76458,90.5981
2019,Very High,32,2,KB,X,4,X,X,X,1,Polygon,16.1057,16.01488,-2.27145,-1.37293,-1.95696,20.99993,0.1778,10000,102.91732,1.31128,1.31128,X,27.12479,X,0.06261,X,6.75104,181.34484,188.09588
2019,Very High,32,3,KB,X,4,X,X,X,1,Polygon,16.05674,16.00661,-1.97967,-1.13046,-1.57957,21.43967,0.74277,10000,113.45474,1.33943,1.33943,X,28.07112,X,0.0619,X,-0.78236,144.21161,143.42925
