KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note,,KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note,,,
21_07_2019,37,KB,2,,Ctenochaetus striatus,14,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Ctenochaetus cyanocheilus,14,4,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Zebrasoma veliferum,34,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Cephalopholis argus,46,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Cephalopholis urodeta,12,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Variola louti,68,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Variola louti,40,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Pseudanthias dispar,8,3,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Paracirrhites hemistictus,17,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus bohar,40,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus bohar,22,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus bohar,30,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus bohar,24,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus gibbus,26,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Lutjanus gibbus,22,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Aphareus furca,21,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Pterocaesio tile,17,120,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Gnathodentex aureolineatus,18,3,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Centropyge flavissima,12,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Centropyge flavissima,5,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Chromis margaritifer,4,20,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Chromis vanderbilti,4,62,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Chromis vanderbilti,6,22,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Stegastes aureus,12,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Stegastes aureus,14,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Cirrihilabrus exquisitus,5,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Halichoeres ornatissimus,8,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Hemigymnus fasciatus,11,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Macropharyngodon meleagris,6,9,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Pseudocheilinus tetrataenia,6,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Thalassoma amblycephalum,3,87,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Thalassoma amblycephalum,8,5,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Thalassoma lunare,8,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Acanthurus lineatus,21,8,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Acanthurus nigricans,20,4,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Acanthurus nigricans,18,3,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Acanthurus nigricauda,22,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Ctenochaetus cyanocheilus,11,4,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Ctenochaetus cyanocheilus,14,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Ctenochaetus striatus,18,3,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Neoniphon sammara,19,1,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,3,,Manta birostris,180,2,,8:55,8.8,2,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Cephalopholis urodeta,14,3,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Cephalopholis urodeta,10,2,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudanthias dispar,7,170,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudanthias olivaceus,8,10,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Lutjanus bohar,23,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Aphareus furca,26,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Decapterus macarellus,21,60,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Plagiotremus tapeinosoma,7,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Chromis margaritifer,3,15,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Chromis margaritifer,5,62,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Chromis vanderbilti,5,125,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Chromis vanderbilti,6,10,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Lepidozygus tapeinosoma,6,120,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Plectroglyphidodon dickii,7,3,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Plectroglyphidodon johnstonianus,8,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pomacentrus coelestis,4,12,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pomacentrus coelestis,8,8,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Stegastes aureus,11,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Stegastes aureus,8,5,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Gomphosus varius,7,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Halichoeres ornatissimus,12,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Labroides dimidiatus,12,2,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Labroides dimidiatus,8,2,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Macropharyngodon meleagris,8,6,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Macropharyngodon meleagris,5,3,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudocheilinus octotaenia,11,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudocheilinus octotaenia,9,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudocheilinus tetrataenia,9,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Pseudocheilinus tetrataenia,6,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Thalassoma amblycephalum,4,15,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Thalassoma amblycephalum,6,4,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Thalassoma amblycephalum,12,20,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Thalassoma quinquevittatum,14,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Chlorurus sordidus,27,1,IP,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Scarus frenatus,42,1,TP,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Acanthurus nigricans,22,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Acanthurus nigricans,20,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Acanthurus nigrofuscus ,12,7,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,1,,Melichthys vidua,24,1,,16:40,10.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Cephalopholis urodeta,28,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Cephalopholis urodeta,17,2,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Cephalopholis urodeta,12,3,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Epinephelus spilotoceps,34,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pseudanthias dispar,7,90,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pseudanthias olivaceus,7,6,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pseudanthias olivaceus,9,3,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Paracirrhites hemistictus,26,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Malacanthus latovittatus,32,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Valenciennea strigata,4,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Valenciennea strigata,5,2,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Lutjanus bohar,23,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Lutjanus gibbus,34,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Centropyge flavissima,11,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Chromis margaritifer,3,15,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Chromis margaritifer,5,60,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Chromis vanderbilti,5,110,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Chromis vanderbilti,8,10,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Lepidozygus tapeinosoma,8,40,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Plectroglyphidodon dickii,9,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pomacentrus coelestis,6,15,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pomacentrus coelestis,10,5,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Zebrasoma veliferum,27,2,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Halichoeres ornatissimus,8,3,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Halichoeres ornatissimus,14,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Pseudocheilinus tetrataenia,8,3,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Thalassoma amblycephalum,5,22,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Thalassoma amblycephalum,10,5,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Thalassoma quinquevittatum,19,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Chlorurus sordidus,34,1,TP,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Scarus frenatus,27,1,IP,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Acanthurus nigricans,21,2,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Acanthurus nigricans,16,2,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Ctenochaetus cyanocheilus,14,7,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Melichthys vidua,22,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Melichthys vidua,29,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,2,,Sufflamen bursa,14,1,,17:00,8.4,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Myripristis berndti,26,14,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Sargocentron caudimaculatum,21,3,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Sargocentron caudimaculatum,17,4,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cephalopholis argus,40,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cephalopholis argus,62,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cephalopholis argus,34,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cephalopholis urodeta,15,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cephalopholis urodeta,19,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Epinephelus melanostigma,18,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus gibbus,26,50,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus gibbus,16,44,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus fulvus,24,20,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus fulvus,20,20,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus fulvus,15,25,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus monostigma,32,9,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Lutjanus monostigma,38,2,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Valenciennea strigata,10,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Aphareus furca,26,4,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Gracila albomarginata,48,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chaetodon lunula,20,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chromis acares,6,5,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chromis margaritifer,3,13,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chromis margaritifer,5,20,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chromis vanderbilti,5,24,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Chromis xanthura,16,6,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Dascyllus auripinnis,12,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Pomacentrus coelestis,7,6,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Halichoeres ornatissimus,8,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Stegastes aureus,9,3,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cirrhilabrus exquisitus,3,3,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Cirrhilabrus exquisitus,8,2,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Labroides bicolor,7,2,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Labroides dimidiatus,12,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Oxycheilinus unifasciatus,30,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Thalassoma amblycephalum,5,15,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Scarus rubroviolaceus,45,1,IP,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Scarus rubroviolaceus,50,1,TP,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Ctenochaetus striatus,12,4,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Parupeneus insularis,27,3,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Parupeneus insularis,30,2,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Parupeneus insularis,18,13,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Parupeneus cyclostomus,29,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
21_07_2019,35,KB,3,,Parupeneus multifasciatus,26,1,,17:17,8.3,1.5,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Cephalopholis argus,36,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Cephalopholis argus,26,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Cephalopholis urodeta,16,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Pseudanthias olivaceus,7,44,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Paracirrhites hemistictus,16,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Lutjanus bohar,22,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Cirripectes variolosus,8,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Centropyge loricula,7,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chromis acares,5,12,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chromis margaritifer,5,30,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chromis margaritifer,7,5,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chromis vanderbilti,5,42,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chromis xanthura,14,27,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Stegastes aureus,9,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Cirrhilabrus exquisitus,8,4,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Pseudocheilinus tetrataenia,7,4,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Thalassoma amblycephalum,3,43,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chlorurus sordidus,24,1,IP,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chlorurus sordidus,22,1,IP,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Chlorurus sordidus,31,1,TP,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Scarus oviceps,26,1,TP,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Acanthurus nigricans,21,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Acanthurus nigricans,14,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Acanthurus nigricans,19,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Ctenochaetus cyanocheilus,14,8,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Ctenochaetus cyanocheilus,8,2,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Ctenochaetus striatus,16,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Fistularia commersonii,42,2,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,1,,Pempheris oualensis,18,1,,8:23,9.7,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Cephalopholis argus,20,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Cephalopholis argus,26,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Cephalopholis argus,30,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Paracirrhites forsteri,14,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Paracirrhites forsteri,12,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Gymnothorax meleagris,65,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Lutjanus bohar,18,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Lutjanus bohar,16,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Lutjanus gibbus,30,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Lutjanus monostigma,29,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Lutjanus monostigma,26,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Aphareus furca,24,6,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chaetodon auriga,16,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chromis acares,6,5,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chromis margaritifer,5,24,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chromis margaritifer,8,21,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chromis vanderbilti,6,30,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chromis xanthura,14,10,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Stegastes aureus,9,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Zebrasoma veliferum,26,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Anampses caeruleopunctatus,21,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Cirrhilabrus exquisitus,3,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Cirrhilabrus exquisitus,9,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Gomphosus varius,17,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Labroides dimidiatus,7,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Labroides dimidiatus,6,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Labroides rubrolabiatus,7,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Pseudocheilinus tetrataenia,8,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Thalassoma amblycephalum,3,15,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chlorurus sordidus,35,1,TP,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chlorurus sordidus,21,2,IP,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chlorurus sordidus,34,1,IP,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chlorurus sordidus,16,1,IP,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Chlorurus sordidus,17,1,IP,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Acanthurus nigricans,20,1,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Acanthurus nigricans,16,5,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Acanthurus nigricans,19,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
22_07_2019,5,KB,2,,Acanthurus nigricans,14,2,,8:37,9.8,2,,,,,,,,,,,,,,,,,,
